id;rfq_create_date;part_number;rfq_company;position_quantity
F0711E7B;17.11.2023;645172-2;ALR;1
51198EE4;17.11.2023;606802-2;ALR;1
67DB7990;17.11.2023;822-1588-101;Aport;1
AEAEE0CC;17.11.2023;QA08196;BTC-J;2
32F0FFC9;17.11.2023;452-0133;BTC-J;1
0D2B7CAD;17.11.2023;E28180-20-0001;BTC-J;1
A2738956;17.11.2023;M83248-1-011;CZ-T;10
85B38DAE;17.11.2023;147240-1;CZ-T;2
90F5E1F6;17.11.2023;HG1050AE09;Art;1
90F5E1F6;17.11.2023;HG1050AE09;Art;1
FC5BEAB0;17.11.2023;HG1050AE10;Art;1
64BEAAFF;17.11.2023;HG1050AD09;Art;1
90F5E1F6;17.11.2023;HG1050AE09;Art;1
148C53E6;17.11.2023;9701-14-0000;Aport;2
CA3B942F;17.11.2023;396442-1;Belka;1
B0EDE941;17.11.2023;D717-01-100;Belka;1
220A53EC;17.11.2023;9059110-1;Belka;4
220A53EC;17.11.2023;1853M13P01;Belka;4
9B6795CF;17.11.2023;024147-000;Belka;1
3A4ECCE8;18.11.2023;3876227-2;Smart;1
39EA7945;18.11.2023;S9238412820000;Utah;17
BB2EC9D9;18.11.2023;2313M-348-4;Smart;1
E7C5CE6F;19.11.2023;155012-12-21;Utah;1
C6BDE16A;19.11.2023;107492-6;Utah;1
B815F557;19.11.2023;2100002-01-048;Utah;1
928613F0;19.11.2023;2100002-01-278;Utah;3
24840B6E;19.11.2023;155012-73-20;Utah;1
18451CAC;19.11.2023;24765-01;Utah;1
1411573F;19.11.2023;285A1010-9;Utah;3
51198EE4;19.11.2023;606802-2;Utah;1
AD69D068;19.11.2023;965-1690-055;Utah;1
F0711E7B;19.11.2023;645172-2;Utah;1
8ADCCDE9;19.11.2023;9602-58-0000;Utah;2
1C04BD87;19.11.2023;C16221MA01;Utah;1
203CAAC2;19.11.2023;69-42136-31;Utah;1
43f0302c;19.11.2023;790270-14;Utah;1
D967DB05;19.11.2023;802170-12;Utah;1
8CE1A8FE;19.11.2023;9651-35-0003;Wind;1
C5052B88;19.11.2023;773289-15;Utah;1
CF168D1A;19.11.2023;802170-10;Utah;1
58694381;19.11.2023;3876271-1;Utah;2
AFE139F2;19.11.2023;10-62215-1;Utah;2
AFE139F2;19.11.2023;63028;Utah;2
f08ef799;19.11.2023;325-029-908-0;Utah;2
AFE139F2;19.11.2023;63023;Utah;2
4625550E;19.11.2023;A3-1092;Utah;3
b4f0c766;19.11.2023;38HM65-A;Utah;1
e6a260ea;19.11.2023;38HM65A;Utah;1
9068E5CF;19.11.2023;214C50-2;Aport;1
00CC728F;19.11.2023;3289562-5;Ishak;1
00CC728F;19.11.2023;3289562-6;Ishak;1
00CC728F;19.11.2023;3289562-5;Ishak;1
00CC728F;19.11.2023;3289562-7;Ishak;1
00CC728F;19.11.2023;63292146-1;Ishak;1
00CC728F;19.11.2023;3289562-5;Ishak;1
B383CC0A;19.11.2023;24E507040G04;Utah;1
54455261;19.11.2023;761574B;Utah;1
BB92794B;19.11.2023;69-37314-81;Utah;1
B383CC0A;19.11.2023;AR9042-11;Utah;1
5C9889F3;19.11.2023;828300-11;Utah;1
E5A3C9BA;19.11.2023;35000-00-01;Utah;1
464B1790;19.11.2023;355A5340-2;Utah;1
7BDE28DC;19.11.2023;MC10-08-109;Utah;2
C512F226;19.11.2023;45-0351-6;Utah;1
BBF43381;19.11.2023;10037-0750;Utah;1
8438BC7A;19.11.2023;174101-02-01;NVT;1
8438BC7A;19.11.2023;174101-02-01;NVT;1
B4547466;19.11.2023;174101-02-03;NVT;1
ED759A10;19.11.2023;R15048;Utah;1
793A54D3;19.11.2023;822-1604-101;Utah;2
BDF4A702;19.11.2023;3617750-1;Utah;1
D919EAE9;20.11.2023;MS27743-18;Siba;1
D919EAE9;20.11.2023;MS27743-18;Siba;1
50C51DB9;20.11.2023;5-89354-3149;Siba;1
BFF1A2DE;20.11.2023;2LA456509-03;Siba;3
D919EAE9;20.11.2023;MS27743-18;Siba;1
CE0333D6;20.11.2023;QA07995;Siba;8
D919EAE9;20.11.2023;MS27743-18;Siba;1
D919EAE9;20.11.2023;MS27743-18;Siba;1
C65C9E6A;20.11.2023;400220-5;Smart;1
72CF1BEF;20.11.2023;AS1591-10-0232A;Smart;15
63C2274E;20.11.2023;AS1591-10-0260A;Smart;3
27A5E982;20.11.2023;446616;Ishak;1
5BC4D8AA;20.11.2023;CH31900-6;Ishak;2
B97C783A;20.11.2023;9072215-1;Ishak;2
C073AD79;20.11.2023;146A8342-7;Nor;1
DC728BAE;20.11.2023;DK120/90;Siba;15
6CD776D7;20.11.2023;2156-55;Rock Star;5
362120EF;20.11.2023;D2557044500400;Rock Star;1
7AFF4D4D;20.11.2023;107484-7;Wind;1
33DB22D6;20.11.2023;107484-6;Wind;1
A1895246;20.11.2023;3214446-4;Wind;1
33DB22D6;20.11.2023;107484-6;Wind;1
9777622A;20.11.2023;3000-46-29;Wind;1
C9B07FB6;20.11.2023;4-60001H883-00;Wind;1
C6BDE16A;20.11.2023;107492-6;Wind;1
C6060638;20.11.2023;4-60007H883-00;Wind;1
13C7DF45;20.11.2023;4-60000H883-00;Wind;1
887A2C78;20.11.2023;129694-2;Wind;1
AF86239E;20.11.2023;3214552-5;Wind;1
E9114C09;20.11.2023;129666-3;Wind;1
E9114C09;20.11.2023;129666-2;Wind;1
E9114C09;20.11.2023;129666-2;Wind;1
00CC728F;20.11.2023;3289562-5;Wind;1
00CC728F;20.11.2023;3289562-5;Wind;1
00CC728F;20.11.2023;3289562-6;Wind;1
00CC728F;20.11.2023;63292146-1;Wind;1
00CC728F;20.11.2023;3289562-7;Wind;1
1E43A3A8;20.11.2023;82C10020-1;Wind;1
00CC728F;20.11.2023;3289562-5;Wind;1
13C7DF45;20.11.2023;4-60000H883-00;Wind;1
14C57A4E;20.11.2023;M83248/1-012;Yaka;10
06C5631E;20.11.2023;21C1-3-21;Utah;4
A73936E4;20.11.2023;160564-2;Utah;1
3bd91596;20.11.2023;3031863-002;Ura;2
B815F557;20.11.2023;2100002-01-048;Win;15
596E85AB;20.11.2023;115A2156U7;Win;4
501E40C4;20.11.2023;HG2050AC07;Utah;4
A1895246;20.11.2023;3214446-4;Utah;2
ECC392E5;20.11.2023;NAS1523AA4R;Win;1000
EE846CB8;20.11.2023;3289630-5;Utah;1
3C157AFD;20.11.2023;66087;Utah;1
27A5E982;20.11.2023;M446616;Ishak;1
127C6E14;20.11.2023;141A4800-1;ALR;1
E9114C09;20.11.2023;129666-3;Aport;3
D448F755;20.11.2023;273A2101-101;Aport;1
7A1FB7BC;20.11.2023;1226400;Aport;2
62ACF486;20.11.2023;3810056-108;Belka;1
FBC3EE93;20.11.2023;251A4510-14;Belka;1
B7952E41;20.11.2023;816603-3;BTC-J;4
FCCB656C;20.11.2023;D5348015900600;Aport;1
A83538F9;21.11.2023;80-178-03-88013;Ura;1
16DD81BA;21.11.2023;AE1502U02;Ura;1
0211ff20;21.11.2023;HS140-3;Utah;1
B07C56B7;21.11.2023;65-44761-22;Utah;1
DD661390;21.11.2023;887673;Ura;2
DD661390;21.11.2023;887673;Ura;2
434FFDDE;21.11.2023;65-47951Y5;Utah;3
1B64E0FA;21.11.2023;105-003-2;Utah;1
3bd91596;21.11.2023;3031863-002;Ura;1
0BD6337B;21.11.2023;1806B0000-01;Ura;1
DD3931F9;21.11.2023;1708897;Ura;2
759191ED;21.11.2023;8450B5;Ura;1
9A7AFC33;21.11.2023;M83248-1-034;Other;1
EDDFA90A;21.11.2023;2704506-4;Other;1
B11E1873;21.11.2023;996-0013;SkyAero;2
678D6C21;21.11.2023;7800001-008;Smart;1
97055A9A;21.11.2023;3522W000-002;Smart;1
422101B4;21.11.2023;285W0024-1B;Win;2
9786FB32;21.11.2023;ACP2531;Utah;2
CF168D1A;21.11.2023;802170-10;Utah;1
26831437;21.11.2023;426EN9-8;Utah;1
DE18B366;21.11.2023;426HE13-8;Utah;1
0F592125;21.11.2023;AN814-5DL;Utah;1
9ADCD153;21.11.2023;799801-4;Utah;1
38549288;21.11.2023;5E2675-15;Wind;1
7A0CAA87;21.11.2023;SG8191-1;Utah;23
ED6FCAC7;21.11.2023;31P172-35-1;Utah;1
D3420F11;21.11.2023;143A8333-9;Utah;4
49587BD1;21.11.2023;158300-101;Utah;2
38246D22;21.11.2023;BACL10AN080-333;Utah;3
8897188A;21.11.2023;21SN41-52;Utah;5
E9114C09;21.11.2023;129666-2;Utah;1
C4D66CEC;21.11.2023;102-003-11;Utah;2
566BFDFE;21.11.2023;MS24665-300;Utah;18
E858D32A;21.11.2023;155016-20-11;Aport;1
BEEC601C;21.11.2023;216069-5;777;1
B7952E41;21.11.2023;816603-3;BTC-J;4
D5A0D428;21.11.2023;67600014-1;Belka;1
268907FD;21.11.2023;P665A0001-03;Nor;1
187004DA;21.11.2023;2-8020-26;Nor;2
E30167FF;21.11.2023;411N1281-4C;Nor;20
12C4BD9B;21.11.2023;D717-02-030;Nor;1
268907FD;21.11.2023;P665A0001-03;Nor;1
268907FD;21.11.2023;P665A0001-03;Nor;1
A2A01BF8;21.11.2023;5-89355-87;Nor;2
5D416F1E;21.11.2023;622-8973-001;Azr;1
8438BC7A;22.11.2023;174101-02-01;Smart;1
F81F11D1;22.11.2023;7514081-901;Smart;4
C6060638;22.11.2023;4-60007H883-00;Ura;1
28740CD6;22.11.2023;2651-278-21;Rock Star;1
001CAE25;22.11.2023;382K02-1;RJ;1
31A8AB2B;22.11.2023;217K22-1;RJ;2
001CAE25;22.11.2023;382K02-1;RJ;4
DB69CFDF;22.11.2023;201042031;Rock Star;8
135265E8;22.11.2023;28B545-9;Siba;1
4F245A9C;22.11.2023;1982660116;Rock Star;1
135265E8;22.11.2023;28B545-9;Siba;1
930F2294;22.11.2023;6774G010000;Rock Star;1
8058017C;22.11.2023;3291186-6;Win;1
8058017C;22.11.2023;3291186-7;Win;1
8058017C;22.11.2023;3291186-7;Win;1
825C3857;22.11.2023;141A4800-2;Win;2
1A0580E2;22.11.2023;143A8335-2;Wind;1
DFD0B699;22.11.2023;143A8335-1;Wind;1
8058017C;22.11.2023;3291186-7;Win;1
839c2f14;22.11.2023;69-37324-78;Wind;1
38549288;22.11.2023;5E2675-15;Utah;2
A1895246;22.11.2023;3214446-4;Utah;5
2DBE7A17;22.11.2023;3215618-4;Utah;1
15F10783;22.11.2023;820539-1;Utah;2
13F4B483;22.11.2023;641121-1;Utah;5
ABEC30D9;22.11.2023;72038000;Utah;2
2334AB7C;22.11.2023;7003974-606;Utah;1
0211ff20;22.11.2023;HS140-3;Utah;1
0C8268E0;22.11.2023;16135-62;Utah;2
BE39479B;22.11.2023;HG2060AD01;Aport;3
F058ED53;22.11.2023;69-63523-3;Aport;1
0EE919F8;22.11.2023;74875-1;Aport;1
5E81EFE5;22.11.2023;4081600-940;ALR;1
9380EA8E;22.11.2023;4081600-930;ALR;1
678D6C21;22.11.2023;7800001-008;777;1
3c6cd03b;22.11.2023;02N60052;;
52E49E82;22.11.2023;BA21741SR-5;BTC-J;1
22934BD5;22.11.2023;3-1674;Belka;1
19676C3E;22.11.2023;18-1738-12;Belka;2
EB474B03;22.11.2023;622-7998-003;Nor;1
6589104B;22.11.2023;60827;Aport;6
67DB7990;22.11.2023;822-1588-101;Aport;2
A1895246;23.11.2023;3214446-4;Smart;1
1EBE9284;23.11.2023;M83248-1-905;Tupak;10
4F952585;23.11.2023;4L83-046;Ura;10
6E716B83;23.11.2023;GG436-2037-5;RJ;1
930F2294;23.11.2023;6774G010000;Yam;1
A90E8BBE;23.11.2023;NAS1612-6;Yam;4
994D5A48;23.11.2023;7002260-722;Yaka;2
6CAEC55D;23.11.2023;14330-230;Utah;4
48F59EDF;23.11.2023;815587-1;Utah;1
9fa0a22e;23.11.2023;53335-01;Utah;3
74895C52;23.11.2023;T-411N1109-14;Utah;46
63AB8DC8;23.11.2023;UA538551-3;Utah;2
37273B51;23.11.2023;242057-3;Utah;10
DF2D8F52;23.11.2023;170-14460-990;Aport;10
FCCB656C;23.11.2023;D5348015900600;Aport;3
0C815F5B;23.11.2023;MS24665-155;777;24
FCCB656C;23.11.2023;D5348015900600;777;1
FCCB656C;23.11.2023;D5348015900600;777;1
13454626;23.11.2023;14330-350;MambaJet;1
F81F11D1;23.11.2023;7514081-901;MambaJet;2
44E7B8C9;23.11.2023;066-50008-0408;MambaJet;1
45F72DC8;23.11.2023;071-50001-8102;MambaJet;1
F9130417;23.11.2023;SPSA320-10-2-2;RJ;1
794264E6;23.11.2023;01-0770666-00;Nor;1
3837997F;23.11.2023;735SUE9-12;Nor;1
C1696442;23.11.2023;185A1621-115;Aport;5
8c433198;23.11.2023;65C37741-22;Aport;30
046F00EF;23.11.2023;GG431-2031-1;CZ-T;20
AEAEE0CC;23.11.2023;QA08196;CZ-T;20
E858D32A;23.11.2023;155016-20-11;Belka;1
A2738956;23.11.2023;M83248-1-011;CZ-T;10
DE710AFC;23.11.2023;QA07865;CZ-T;20
F7B37379;23.11.2023;S3225-905;CZ-T;20
B0BBA189;23.11.2023;3840165-4;Aport;15
d67a125a;23.11.2023;3822391-6;Aport;15
6F5A4C80;23.11.2023;15-40F-80;Azr;4
D2634826;24.11.2023;CH34817;Utah;18
B05133B6;24.11.2023;143A8333-8;Utah;1
AC251BFA;24.11.2023;NP165331-2;Ura;4
AC251BFA;24.11.2023;NP165331-2;Ura;4
AC251BFA;24.11.2023;NP165331-2;Ura;4
1E6081AF;24.11.2023;MS24665-132;Utah;200
9F2335D7;24.11.2023;2D7008-12DFW;Utah;4
AFE139F2;24.11.2023;63028;Utah;1
D972368A;24.11.2023;346A2801-5;Utah;1
AC251BFA;24.11.2023;NP165331-2;Ura;4
AA7A9631;24.11.2023;860D100-18;Tupak;1
e1bbcc2a;24.11.2023;GC331-0003-7;Tupak;1
AC251BFA;24.11.2023;NP165331-2;Ura;4
AC251BFA;24.11.2023;NP165331-2;Ura;4
AC251BFA;24.11.2023;NP165331-2;Ura;4
AC251BFA;24.11.2023;NP165331-2;Ura;4
AC251BFA;24.11.2023;NP165331-2;Ura;4
AC251BFA;24.11.2023;NP165331-2;Ura;4
AC251BFA;24.11.2023;NP165331-2;Ura;4
AC251BFA;24.11.2023;NP165331-2;Ura;4
AC251BFA;24.11.2023;NP165331-2;Ura;4
55d66dec;24.11.2023;3291214-2;Win;1
C526ABEE;24.11.2023;16135-80;Win;2
A5768A89;24.11.2023;7123-19973-03AC;Win;1
35024C4D;24.11.2023;2040025-106;Win;1
C013D662;24.11.2023;H504B;Utah;3
2DBE7A17;24.11.2023;3215618-4;Yaka;1
CBC140B2;24.11.2023;398908-5;Yaka;1
4CEFC6E8;24.11.2023;541674-4;Yaka;1
8058017C;24.11.2023;3291186-6;Utah;1
3996c6bd;24.11.2023;AR9030-1D5D492;Utah;1
A0B5D7DC;24.11.2023;822-1567-101;Utah;1
87fe5043;24.11.2023;1106-3AB;Utah;1
B383CC0A;24.11.2023;24E507040G04;Utah;1
D6C0AA14;24.11.2023;65C27507-8;Utah;1
ED759A10;24.11.2023;R15048;Utah;1
814FCA02;24.11.2023;2100-1025-22;Utah;1
A507A983;24.11.2023;1211313-010;Utah;1
110155E9;24.11.2023;TC296-03;Utah;3
BDDCB073;24.11.2023;AR9030-3D3D492;Utah;2
27A5E982;24.11.2023;446616;Utah;1
CE0333D6;24.11.2023;QA07995;Utah;2
5BA20CD4;24.11.2023;30-2505-3;Utah;1
9B6795CF;24.11.2023;024147-000;Utah;1
1411573F;24.11.2023;285A1010-9;Utah;1
91FA5A0A;24.11.2023;141W7400-44;Utah;1
91FA5A0A;24.11.2023;141W7400-44;Utah;1
91FA5A0A;24.11.2023;141W7400-44;Utah;1
91FA5A0A;24.11.2023;141W7400-44;Utah;1
FB705DD0;24.11.2023;3301-31;AVMGrup;2
C40CE88F;24.11.2023;E71720-00;ALR;10
D19E628C;24.11.2023;E71740-00;ALR;92
50C51DB9;24.11.2023;5-89354-3149;ALR;1
29a43139;24.11.2023;32A76015-14000;Siba;4
29a43139;24.11.2023;32A76015-14000;Siba;4
B61FDC3F;24.11.2023;5-89354-3150;Nor;1
B61FDC3F;24.11.2023;5-89354-3150;Nor;1
B61FDC3F;24.11.2023;5-89354-3150;Nor;1
B61FDC3F;24.11.2023;5-89354-3150;Nor;1
B61FDC3F;24.11.2023;5-89354-3150;Nor;1
B97C783A;24.11.2023;9072215-1;Siba;15
e10120ad;24.11.2023;398908-3;Smart;1
CBC140B2;24.11.2023;398908-5;Smart;1
3F99AF4B;24.11.2023;MS20995C32;Belka;50
28740CD6;24.11.2023;2651-278-21;Belka;1
D5B26D95;24.11.2023;2-1457-2;Azr;5
966AD8F8;24.11.2023;2612412-1A;Azr;3
D5B26D95;24.11.2023;2-1457-1;Azr;5
B61FDC3F;24.11.2023;5-89354-3150;Nor;1
B61FDC3F;24.11.2023;5-89354-3150;Nor;1
B61FDC3F;24.11.2023;5-89354-3150;Nor;1
e1bbcc2a;24.11.2023;GC331-0003-7;BTC-J;1
BEB635F9;24.11.2023;2-1684;Ira;2
f08ef799;25.11.2023;325-029-908-0;Smart;1
1A0580E2;25.11.2023;143A8335-2;Smart;6
6C19F2E4;25.11.2023;503274-415;Smart;3
ECC392E5;25.11.2023;NAS1523AA4R;Smart;350
DFD0B699;25.11.2023;143A8335-1;Smart;6
D3420F11;25.11.2023;143A8333-9;Nor;1
E676BBD4;25.11.2023;11-0322-9;Ishak;1
1FF1CF73;25.11.2023;9008000-10000;Win;1
27206F60;25.11.2023;274A1130-1;Utah;1
9C2CBFEC;25.11.2023;980-6032-023;Wind;1
7A0CAA87;25.11.2023;SG8191-1;Wind;2
DF64ACB1;25.11.2023;5-89355-88;Win;3
B04B7C40;25.11.2023;82425-00-0060;Utah;1
2427645E;25.11.2023;1853M33P06;Utah;2
401be943;25.11.2023;2042M67P02;Utah;2
B4547466;25.11.2023;174101-02-03;Utah;1
401be943;25.11.2023;2042M67P02;Utah;2
35024C4D;25.11.2023;2040025-105;Utah;1
35024C4D;25.11.2023;2040025-106;Utah;1
401be943;25.11.2023;2042M67P02;Utah;2
E59DD081;25.11.2023;4404B000-004;Utah;1
C1696442;25.11.2023;185A1621-115;Aport;3
DF2D8F52;25.11.2023;170-14460-990;Aport;2
8c433198;25.11.2023;65C37741-22;Aport;25
C2096032;25.11.2023;99A9266M;Aport;2
CB28F198;26.11.2023;BA16501-01;Siba;1
689B545B;26.11.2023;967-0212-002;Smart;1
14457796;26.11.2023;D5237106020600;Ura;2
66E13168;26.11.2023;1173T11-1;Utah;1
66E13168;26.11.2023;572756-1;Utah;1
5AF5FF12;26.11.2023;5000B;777;1
708222D8;26.11.2023;1FA14012-8;Aport;1
B5677375;26.11.2023;304300-2;Rock Star;2
9A7AFC33;27.11.2023;M83248-1-034;Tupak;10
536BD2AA;27.11.2023;MS24665-302;Tupak;10
2948AA46;27.11.2023;MS24665-374;Tupak;10
433AA773;27.11.2023;MS24665-134;Tupak;30
52E49E82;27.11.2023;BA21741SR-5;Tupak;1
0C815F5B;27.11.2023;MS24665-155;Tupak;40
1EBE9284;27.11.2023;M83248-1-905;Tupak;10
59891EC5;27.11.2023;8ES360000-00;Tupak;1
A4C08BEC;27.11.2023;WE3881767-1;Tupak;2
046F00EF;27.11.2023;GG431-2031-1;Tupak;2
DE710AFC;27.11.2023;QA07865;Tupak;4
AEAEE0CC;27.11.2023;QA08196;Tupak;4
127C6E14;27.11.2023;141A4800-1;Siba;1
53F240CE;27.11.2023;7062-7;SkyAero;1
C6E52F34;27.11.2023;60-755100-5;Smart;1
A8AFFA86;27.11.2023;PPC1200-00;Smart;4
FD2FEB43;27.11.2023;802300-14;Siba;21
F7B37379;27.11.2023;S3225-905;Tupak;4
A90E8BBE;27.11.2023;NAS1612-6;Smart;2
E9244FE2;27.11.2023;5-89356-41;Smart;1
49587BD1;27.11.2023;158300-101;Smart;2
1E47BCCE;27.11.2023;103-003-2;Utah;5
08F85C3A;27.11.2023;G7404-124;Utah;2
AB976123;27.11.2023;3202222-1;Utah;2
FC5BEAB0;27.11.2023;HG1050AE10;Utah;1
13305DE3;27.11.2023;51090414-1;Utah;1
3818945C;27.11.2023;4066-0014;Utah;5
66E13168;27.11.2023;572756-1;Utah;2
887A2C78;27.11.2023;129694-2;Utah;3
7AFF4D4D;27.11.2023;107484-7;Utah;6
CCDF23AC;27.11.2023;109486-6-1;Utah;1
C6BDE16A;27.11.2023;107492-6;Utah;5
1C3E0EF2;27.11.2023;2206400-2;Yaka;1
ECC392E5;27.11.2023;NAS1523AA4R;Yaka;100
D19E628C;27.11.2023;E71740-00;Utah;30
ECC392E5;27.11.2023;NAS1523AA4R;Utah;1
203CAAC2;27.11.2023;69-42136-31;Utah;2
57934E88;27.11.2023;335-264-801-0;Utah;1
3A8435C0;27.11.2023;292-25;Utah;1
48F59EDF;27.11.2023;815587-1;Utah;3
632CD3CC;27.11.2023;FE201-6-003;Utah;5
4AC770EC;27.11.2023;5000-1-02A2396;Utah;1
44E397EA;27.11.2023;185A1621-114;Utah;1
C1696442;27.11.2023;185A1621-115;Utah;2
ECC392E5;27.11.2023;NAS1523AA4R;Utah;26
CB4F0DC2;27.11.2023;05N62123;777;1
00C56CA4;27.11.2023;2056C0000-01;777;1
6E217BD1;27.11.2023;822-0334-002;777;1
1067A144;27.11.2023;024119-000;RJ;1
E676BBD4;27.11.2023;11-0322-9;Nor;1
6B9D0251;27.11.2023;789714-4;RJ;1
E5485854;27.11.2023;WE3881639-1;RJ;4
A4C08BEC;27.11.2023;WE3881767-1;RJ;4
9A7AFC33;27.11.2023;M83248-1-034;RJ;10
9A7AFC33;27.11.2023;M83248-1-034;RJ;10
31A8AB2B;27.11.2023;217K22-1;RJ;2
1A5B8653;27.11.2023;GX473-0126-1;RJ;1
1043724E;27.11.2023;822-2504-003;RJ;1
5C9889F3;27.11.2023;828300-11;ALR;1
3D5237B7;27.11.2023;2-8011-1;Aport;20
2A3A2662;27.11.2023;2-7679-2;Aport;40
59891EC5;27.11.2023;8ES360000-00;BTC-J;1
00CC728F;27.11.2023;63292146-1;IK;1
930F2294;27.11.2023;6774G010000;Ira;1
4CB7CB82;27.11.2023;149A7661-58;Belka;3
FB2FA3B8;27.11.2023;149A7661-53;Belka;3
1F9E3D9B;27.11.2023;149A7661-56;Belka;3
8FD50E83;27.11.2023;149A7661-57;Belka;3
7D034A6D;28.11.2023;700K32-018;RJ;1
0A57B638;28.11.2023;17008-111;Seva Style;1
B39CDFFC;28.11.2023;4E3205-12;Nor;4
833441E4;28.11.2023;D72D70212-111A;Nor;1
31A8AB2B;28.11.2023;217K22-1;Tupak;2
6580A876;28.11.2023;804-1201;Star 2;1
001CAE25;28.11.2023;382K02-1;Tupak;2
140E5673;28.11.2023;115370-1521;Smart;1
362120EF;28.11.2023;D2557044500400;Ura;1
F3CB5B81;28.11.2023;8061-536;Siba;1
CBC140B2;28.11.2023;398908-5;Smart;1
10B244E6;28.11.2023;396608-1;Smart;1
C073AD79;28.11.2023;146A8342-7;Smart;1
5A4C68C2;28.11.2023;5000-1-01A2396;Smart;1
5A4C68C2;28.11.2023;5000-1-01A2396;Smart;1
1F5695F7;28.11.2023;49-164-21;Ira;1
C0D6F558;28.11.2023;622-9820-010;Ira;1
1A5B8653;28.11.2023;GX473-0126-1;CZ-T;1
5BC4D8AA;28.11.2023;CH31900-6;Ira;10
8896B3A3;28.11.2023;302K62B1;BTC-J;2
62E71DEE;28.11.2023;61-0478-9;CZ;1
CA7943EB;28.11.2023;442653;Utah;4
CA7943EB;28.11.2023;442653;Utah;4
CA7943EB;28.11.2023;442369;Utah;4
CA7943EB;28.11.2023;442653;Utah;4
CA7943EB;28.11.2023;442653;Utah;4
CA7943EB;28.11.2023;442653;Utah;4
D01ED2CA;28.11.2023;2061-14-1;Utah;3
D3DB35C9;28.11.2023;65-0028-11;Utah;1
FBC3EE93;28.11.2023;251A4510-14;Win;1
FBC3EE93;28.11.2023;251A4510-14;Win;1
FBC3EE93;28.11.2023;251A4510-11;Win;1
7476B398;28.11.2023;65-0294-21;Win;1
C6BC5B6B;28.11.2023;MS21043-08;Yaka;50
FDB912A0;28.11.2023;172625-7;Utah;2
97055A9A;28.11.2023;3522W000-001;Win;2
97055A9A;28.11.2023;3522W000-002;Win;2
FBC3EE93;28.11.2023;251A4510-12;Win;1
FBC3EE93;28.11.2023;251A4510-14;Win;1
74E11188;28.11.2023;965-0976-060-214-214;Utah;2
00CC728F;28.11.2023;63292146-1;Utah;1
A2A9109A;28.11.2023;3079014-01;Utah;10
EEFAE992;28.11.2023;3079013-01;Utah;20
1EBE9284;28.11.2023;M83248-1-905;Utah;50
1EBE9284;28.11.2023;M83248-1-905;Utah;50
F058ED53;28.11.2023;69-63523-3;Utah;4
220A53EC;28.11.2023;9059110-1;Utah;1
220A53EC;28.11.2023;1853M13P01;Utah;1
A8C8AA1E;28.11.2023;B03AA1040;Utah;8
E8BF690F;28.11.2023;176200-01-01;Utah;1
2BEF0495;28.11.2023;CH53440;Utah;1
2EFE0F60;28.11.2023;066-50008-0406;Utah;1
43DE5BF6;28.11.2023;256A3745-1;Utah;3
ED96169A;28.11.2023;256A3741-1;Utah;20
B383CC0A;28.11.2023;24E507040G04;Utah;4
649B1839;28.11.2023;340-001-817-0;Utah;3
649B1839;28.11.2023;340-001-814-0;Utah;3
649B1839;28.11.2023;340-001-816-0;Utah;3
1B64E0FA;28.11.2023;105-003-2;Beautiful;3
C4D66CEC;28.11.2023;102-003-11;Beautiful;3
B04B7C40;28.11.2023;82425-00-0060;Beautiful;2
8DC94F70;28.11.2023;20032-2;Beautiful;1
ECD27535;28.11.2023;1421-100;Beautiful;8
53FF451B;28.11.2023;9067-40-4;AVMGrup;1
632CD3CC;28.11.2023;FE201-6-003;Beautiful;1
3D4D4F18;28.11.2023;CGDU2200-00;Beautiful;1
4E596DC2;28.11.2023;266-E5542-00;Beautiful;1
DC728BAE;28.11.2023;DK120/90;Beautiful;1
14276A02;28.11.2023;263BA101-2;Aport;23
c0bdffda;28.11.2023;1225P6-2;Aport;1
FA05D085;28.11.2023;20220-0101;Aport;1
4FA4F7E7;28.11.2023;C19755BA01;Aport;1
8704DDE1;28.11.2023;Y192;Aport;1
0C25557D;29.11.2023;601R33033-13;Tupak;1
0C25557D;29.11.2023;601R33033-27;Tupak;1
0C25557D;29.11.2023;601R33033-17;Tupak;1
0C25557D;29.11.2023;NP139321-9;Tupak;1
0C25557D;29.11.2023;601R33033-13;Tupak;1
0C25557D;29.11.2023;NP139321-17;Tupak;1
0C25557D;29.11.2023;601R33033-13;Tupak;1
0C25557D;29.11.2023;601R33033-13;Tupak;1
0C25557D;29.11.2023;601R33033-13;Tupak;1
0C25557D;29.11.2023;NP139321-11;Tupak;1
5D3BAED3;29.11.2023;124T2040-T2;Utah;27
8C703BA9;29.11.2023;8063-214;Utah;2
9777622A;29.11.2023;3000-46-29;Utah;2
3A4ECCE8;29.11.2023;3876227-2;Utah;1
8C11F096;29.11.2023;141A4810-56;Utah;2
DAC111B2;29.11.2023;8260-123;Utah;5
50C51DB9;29.11.2023;5-89354-3149;Utah;5
B61FDC3F;29.11.2023;5-89354-3150;Utah;1
28C12FAC;29.11.2023;1266-100;Ura;1
4EF85775;29.11.2023;DV8456701-5;Ura;1
DE7663B0;29.11.2023;601R33033-14;Tupak;1
DE7663B0;29.11.2023;NP139321-14;Tupak;1
DE7663B0;29.11.2023;NP139321-18;Tupak;1
DE7663B0;29.11.2023;601R33033-18;Tupak;1
DE7663B0;29.11.2023;601R33033-14;Tupak;1
DE7663B0;29.11.2023;601R33033-14;Tupak;1
DE7663B0;29.11.2023;601R33033-14;Tupak;1
